group_id,event,ambiguousflag,track_id,filename,video,frame,datetime,tagid,mergethreshold,eventid,short_interruption,complex,comment,error,to_review,labelbee_valid
411,D,,6867,5second/track_06867_5s.png,29_02_R_190808140000.cfr.mp4,31747,27:00.5,735,5s,735__6867_6985_6990,,,,,,
412,U,,7025,5second/track_07025_5s.png,29_02_R_190808140000.cfr.mp4,32554,27:18.4,735,5s,735__7025_7027_7050_7060,x,,,,,
413,D,,7228,5second/track_07228_5s.png,29_02_R_190808140000.cfr.mp4,33239,27:57.1,735,5s,735__7228,,,,,,
414,x,TRUE,7479,5second/track_07479_5s.png,29_02_R_190808140000.cfr.mp4,34064,28:24.1,735,5s,735__7479,,,stay_at_exit,FALSE,,TRUE
415,U,,11035,5second/track_11035_5s.png,31_02_R_190808160000.cfr.mp4,25267,21:04.6,745,5s,745__11035,,,,,,
416,DU,,7870,5second/track_07870_5s.png,3_02_R_190807130000.cfr.mp4,52040,43:32.3,753,5s,753__7870,,,,,,
417,D,,16057,5second/track_16057_5s.png,31_02_R_190808160000.cfr.mp4,34772,29:01.2,755,5s,755__16057,,,,,,
418,x,TRUE,2986,5second/track_02986_5s.png,31_02_R_190808160000.cfr.mp4,9342,07:48.3,756,5s,756__2986,,,stay_at_exit,FALSE,,TRUE
419,DU,,8284,5second/track_08284_5s.png,30_02_R_190808150000.cfr.mp4,29526,24:39.2,759,5s,759__8284,,,,,,
420,D,,1071,5second/track_01071_5s.png,27_02_R_190808120000.cfr.mp4,4991,04:10.8,771,5s,771__1071,,,,,,
421,U,,1537,5second/track_01537_5s.png,27_02_R_190808120000.cfr.mp4,6833,05:44.5,771,5s,771__1537,,,,,,
422,DU,,10456,5second/track_10456_5s.png,31_02_R_190808160000.cfr.mp4,24349,20:24.9,773,5s,773__10456,,,,,,
423,D,,14492,5second/track_14492_5s.png,5_02_R_190807150000.cfr.mp4,63296,52:47.8,779,5s,779__14492,,,,,,
424,D,,6219,5second/track_06219_5s.png,26_02_R_190808110000.cfr.mp4,23149,19:18.6,779,5s,779__6219,,,,,,
425,D,,12014,5second/track_12014_5s.png,1_02_R_190807110000.cfr.mp4,61746,51:29.6,793,5s,793__12014,,,,,,
426,DU,,10546,5second/track_10546_5s.png,3_02_R_190807130000.cfr.mp4,68693,57:26.3,793,5s,793__10546,,,,,,
427,DU,,10674,5second/track_10674_5s.png,3_02_R_190807130000.cfr.mp4,69596,58:05.3,793,5s,793__10674,,,,,,
428,DU,,10867,5second/track_10867_5s.png,3_02_R_190807130000.cfr.mp4,70642,59:01.3,793,5s,793__10867,,,,,,
429,D,,11048,5second/track_11048_5s.png,3_02_R_190807130000.cfr.mp4,71812,00:00.2,793,5s,793__11048_11067,,,,,,
430,x,TRUE,6,5second/track_00006_5s.png,4_02_R_190807140000.cfr.mp4,0,00:02.5,793,5s,793__6,,,stay_at_exit,,,
431,U,,44,5second/track_00044_5s.png,4_02_R_190807140000.cfr.mp4,251,00:14.2,793,5s,793__44,,,,,,
432,D,,1613,5second/track_01613_5s.png,4_02_R_190807140000.cfr.mp4,9812,08:11.8,793,5s,793__1613,,,,,,
433,U,,1947,5second/track_01947_5s.png,4_02_R_190807140000.cfr.mp4,11491,09:35.2,793,5s,793__1947,,,,,,
434,D,,4474,5second/track_04474_5s.png,4_02_R_190807140000.cfr.mp4,25756,21:28.4,793,5s,793__4474,,,,,,
435,UD,,4656,5second/track_04656_5s.png,4_02_R_190807140000.cfr.mp4,26465,22:15.9,793,5s,793__4656,,,,,,
436,U,,10722,5second/track_10722_5s.png,4_02_R_190807140000.cfr.mp4,53548,44:40.3,793,5s,793__10722,,,,,,
437,D,,13985,5second/track_13985_5s.png,4_02_R_190807140000.cfr.mp4,66341,55:20.2,793,5s,793__13985,,,,,,
438,U,,2957,5second/track_02957_5s.png,5_02_R_190807150000.cfr.mp4,11510,09:37.3,793,5s,793__2957,,,,,,
439,U,,10832,5second/track_10832_5s.png,5_02_R_190807150000.cfr.mp4,45282,37:45.0,793,5s,793__10832,,,,,,
440,D,,1130,5second/track_01130_5s.png,6_02_R_190807160000.cfr.mp4,5116,04:18.0,793,5s,793__1130,,,,,,
441,D,,1700,5second/track_01700_5s.png,28_02_R_190808130000.cfr.mp4,7804,06:30.8,793,5s,793__1700,,,,,,
442,UD,,18895,5second/track_18895_5s.png,30_02_R_190808150000.cfr.mp4,64384,53:49.1,796,5s,796__18895,,,,,,
443,DU,,12635,5second/track_12635_5s.png,29_02_R_190808140000.cfr.mp4,56676,47:46.4,798,5s,798__12635,,,,,,
444,DU,,16310,5second/track_16310_5s.png,29_02_R_190808140000.cfr.mp4,69838,58:27.3,798,5s,798__16310,,,,,,
445,D,,7860,5second/track_07860_5s.png,2_02_R_190807120000.cfr.mp4,34533,28:48.9,799,5s,799__7860,,,,,,
446,U,,9204,5second/track_09204_5s.png,2_02_R_190807120000.cfr.mp4,42004,35:02.1,799,5s,799__9204,,,,,,
447,D,,2657,5second/track_02657_5s.png,4_02_R_190807140000.cfr.mp4,15335,12:47.7,799,5s,799__2657,,,,,,
448,U,,2473,5second/track_02473_5s.png,26_02_R_190808110000.cfr.mp4,9088,07:35.2,799,5s,799__2473,,,,,,
449,D,,7922,5second/track_07922_5s.png,26_02_R_190808110000.cfr.mp4,30145,25:08.6,799,5s,799__7922,,,,,,
450,U,,3696,5second/track_03696_5s.png,27_02_R_190808120000.cfr.mp4,15261,12:44.9,799,5s,799__3696,,,,,,
451,D,,7075,5second/track_07075_5s.png,27_02_R_190808120000.cfr.mp4,27239,22:42.6,799,5s,799__7075,,,,,,
452,D,,13301,5second/track_13301_5s.png,28_02_R_190808130000.cfr.mp4,57219,47:42.3,799,5s,799__13301,,,,,,
453,D,,215,5second/track_00215_5s.png,30_02_R_190808150000.cfr.mp4,670,00:36.7,799,5s,799__215,,,,,,
454,U,,555,5second/track_00555_5s.png,30_02_R_190808150000.cfr.mp4,1956,01:38.9,799,5s,799__555,,,,,,
455,D,,1657,5second/track_01657_5s.png,30_02_R_190808150000.cfr.mp4,5822,04:52.3,799,5s,799__1657,,,,,,
456,U,,23532,5second/track_23532_5s.png,31_02_R_190808160000.cfr.mp4,57461,47:55.3,799,5s,799__23532,,,,,,
457,D,,26448,5second/track_26448_5s.png,31_02_R_190808160000.cfr.mp4,68134,56:48.3,799,5s,799__26448,,,,,,
458,D,,13226,5second/track_13226_5s.png,31_02_R_190808160000.cfr.mp4,28830,24:04.7,800,5s,800__13226,,,,,,
459,x,TRUE,24730,5second/track_24730_5s.png,31_02_R_190808160000.cfr.mp4,62009,51:40.5,803,5s,803__24730,,,stay_at_exit,TRUE,,TRUE
460,D,,13083,5second/track_13083_5s.png,1_02_R_190807110000.cfr.mp4,67281,56:05.0,811,5s,811__13083,,,,,,
461,D,,7032,5second/track_07032_5s.png,3_02_R_190807130000.cfr.mp4,47152,39:20.8,811,5s,811__7032,,,,,,
462,U,,11680,5second/track_11680_5s.png,4_02_R_190807140000.cfr.mp4,57674,48:04.5,811,5s,811__11680,,,,,,
463,D,,11686,5second/track_11686_5s.png,4_02_R_190807140000.cfr.mp4,57689,48:08.1,811,5s,811__11686,,,,,,
464,D,,3785,5second/track_03785_5s.png,30_02_R_190808150000.cfr.mp4,13234,11:03.2,813,5s,813__3785,,,,,,
465,U,,4013,5second/track_04013_5s.png,30_02_R_190808150000.cfr.mp4,14092,11:44.9,813,5s,813__4013,,,,,,
466,DU,,11193,5second/track_11193_5s.png,2_02_R_190807120000.cfr.mp4,53098,44:39.0,821,5s,821__11193,,,,,,
467,DU,,15953,5second/track_15953_5s.png,5_02_R_190807150000.cfr.mp4,69409,58:01.4,821,5s,821__15953,,,,,,
468,D,,309,5second/track_00309_5s.png,31_02_R_190808160000.cfr.mp4,1102,00:57.3,821,5s,821__309,,,,,,
469,D,,10543,5second/track_10543_5s.png,3_02_R_190807130000.cfr.mp4,68629,57:13.1,823,5s,823__10543,,,,,,
470,D,,10010,5second/track_10010_5s.png,26_02_R_190808110000.cfr.mp4,39805,33:11.2,823,5s,823__10010,,,,,,
471,D,,15414,5second/track_15414_5s.png,27_02_R_190808120000.cfr.mp4,57520,47:57.1,823,5s,823__15414,,,,,,
472,D,,3835,5second/track_03835_5s.png,29_02_R_190808140000.cfr.mp4,17621,14:44.2,823,5s,823__3835,,,,,,
473,DU,,8704,5second/track_08704_5s.png,30_02_R_190808150000.cfr.mp4,31142,26:11.8,831,5s,831__8704,,,,,,
474,D,,201,5second/track_00201_5s.png,31_02_R_190808160000.cfr.mp4,681,00:36.8,831,5s,831__201,,,,,,
475,UD,,248,5second/track_00248_5s.png,31_02_R_190808160000.cfr.mp4,849,00:46.9,831,5s,831__248,,,,,,
476,UD,,5517,5second/track_05517_5s.png,27_02_R_190808120000.cfr.mp4,22168,18:46.9,836,5s,836__5517,,,,,,
477,D,,10358,5second/track_10358_5s.png,30_02_R_190808150000.cfr.mp4,36680,30:45.2,836,5s,836__10358,,,,,,
478,D,,18850,5second/track_18850_5s.png,30_02_R_190808150000.cfr.mp4,64213,53:31.8,841,5s,841__18850,,,,,,
479,U,,9610,5second/track_09610_5s.png,1_02_R_190807110000.cfr.mp4,48910,40:47.3,845,5s,845__9610,,,,,,
480,D,,13706,5second/track_13706_5s.png,1_02_R_190807110000.cfr.mp4,70973,59:09.5,845,5s,845__13706,,,,,,
481,D,,1439,5second/track_01439_5s.png,4_02_R_190807140000.cfr.mp4,8853,07:23.5,845,5s,845__1439,,,,,,
482,U,,10797,5second/track_10797_5s.png,26_02_R_190808110000.cfr.mp4,43710,36:26.9,845,5s,845__10797,,,,,,
483,D,,16566,5second/track_16566_5s.png,26_02_R_190808110000.cfr.mp4,69944,58:19.5,845,5s,845__16566,,,,,,
484,D,,4959,5second/track_04959_5s.png,31_02_R_190808160000.cfr.mp4,14321,12:07.6,855,5s,855__4959_4997,x,,u-turn in trajectory,,,
485,UD,,1187,5second/track_01187_5s.png,27_02_R_190808120000.cfr.mp4,5438,04:34.1,857,5s,857__1187,,,,,,
486,D,,1286,5second/track_01286_5s.png,31_02_R_190808160000.cfr.mp4,4181,03:47.4,867,5s,867__1286,,,,,,
487,D,,7237,5second/track_07237_5s.png,31_02_R_190808160000.cfr.mp4,19169,15:59.4,877,5s,877__7237,,,,,,
488,U,,7763,5second/track_07763_5s.png,31_02_R_190808160000.cfr.mp4,20065,16:44.3,877,5s,877__7763,,,,,,
489,DU,,17487,5second/track_17487_5s.png,31_02_R_190808160000.cfr.mp4,38203,32:10.2,877,5s,877__17487_17531_17621,x,x,complex u-turn,,,
490,DU,TRUE,17873,5second/track_17873_5s.png,31_02_R_190808160000.cfr.mp4,39179,32:40.3,877,5s,877__17873,,,stay_at_entrance,FALSE,,TRUE
491,D,,13245,5second/track_13245_5s.png,1_02_R_190807110000.cfr.mp4,68172,56:52.5,879,5s,879__13245,,,,,,
492,D,,1591,5second/track_01591_5s.png,5_02_R_190807150000.cfr.mp4,6105,05:06.5,879,5s,879__1591,,,,,,
493,D,,12464,5second/track_12464_5s.png,5_02_R_190807150000.cfr.mp4,53651,44:44.8,879,5s,879__12464_12466,x,,,,,
494,D,,8825,5second/track_08825_5s.png,26_02_R_190808110000.cfr.mp4,34671,28:54.0,879,5s,879__8825,,,,,,
495,D,,11157,5second/track_11157_5s.png,28_02_R_190808130000.cfr.mp4,48719,40:39.8,879,5s,879__11157,,,,,,
496,UD,,11283,5second/track_11283_5s.png,28_02_R_190808130000.cfr.mp4,49213,41:09.3,879,5s,879__11283_11318,x,,interruption,,,
497,D,,20808,5second/track_20808_5s.png,30_02_R_190808150000.cfr.mp4,70440,59:04.0,888,5s,888__20808_20843,,,,,,
498,U,,330,5second/track_00330_5s.png,31_02_R_190808160000.cfr.mp4,1155,00:59.9,888,5s,888__330,,,,,,
499,U,,8661,5second/track_08661_5s.png,1_02_R_190807110000.cfr.mp4,44972,37:29.3,891,5s,891__8661,,,,,,
500,D,,11571,5second/track_11571_5s.png,1_02_R_190807110000.cfr.mp4,59094,49:17.0,891,5s,891__11571,,,,,,
501,D,,7293,5second/track_07293_5s.png,4_02_R_190807140000.cfr.mp4,38443,32:04.9,891,5s,891__7293,,,,,,
502,D,,11441,5second/track_11441_5s.png,26_02_R_190808110000.cfr.mp4,46313,38:37.2,891,5s,891__11441,,,,,,
503,D,,4780,5second/track_04780_5s.png,31_02_R_190808160000.cfr.mp4,13889,11:37.2,905,5s,905__4780,,,,,,
504,D,,712,5second/track_00712_5s.png,29_02_R_190808140000.cfr.mp4,3439,02:56.9,910,5s,910__712,,,,,,
505,DU,,10912,5second/track_10912_5s.png,29_02_R_190808140000.cfr.mp4,48152,40:17.0,910,5s,910__10912,,,,,,
506,DU,,10998,5second/track_10998_5s.png,29_02_R_190808140000.cfr.mp4,48445,40:37.2,910,5s,910__10998,,,,,,
507,D,,15931,5second/track_15931_5s.png,5_02_R_190807150000.cfr.mp4,69357,57:48.9,911,5s,911__15931,,,,,,
508,D,,23208,5second/track_23208_5s.png,31_02_R_190808160000.cfr.mp4,55805,46:34.4,911,5s,911__23208,,,,,,
509,D,,23211,5second/track_23211_5s.png,31_02_R_190808160000.cfr.mp4,55833,46:32.9,911,5s,911__23211,,,end_on_ramp,,,
510,U,,2488,5second/track_02488_5s.png,1_02_R_190807110000.cfr.mp4,11092,09:15.3,912,5s,912__2488,,,,,,
511,D,,6742,5second/track_06742_5s.png,1_02_R_190807110000.cfr.mp4,34420,28:42.4,912,5s,912__6742,,,,,,
512,D,,1994,5second/track_01994_5s.png,31_02_R_190808160000.cfr.mp4,6561,05:30.6,920,5s,920__1994,,,,,,
513,x,x,2238,5second/track_02238_5s.png,28_02_R_190808130000.cfr.mp4,10147,08:29.6,921,5s,921__2238,,,stay_at_exit,,,
514,D,,15070,5second/track_15070_5s.png,6_02_R_190807160000.cfr.mp4,59973,50:03.8,922,5s,922__15070,,,,,,
515,U,,16655,5second/track_16655_5s.png,6_02_R_190807160000.cfr.mp4,64533,53:48.4,922,5s,922__16655_16657,,,,,,
516,D,,18910,5second/track_18910_5s.png,6_02_R_190807160000.cfr.mp4,71501,59:41.1,922,5s,922__18910,,,,,,
517,U,,19023,5second/track_19023_5s.png,6_02_R_190807160000.cfr.mp4,71799,59:51.7,922,5s,922__19023,,,,,,
518,D,,14492,5second/track_14492_5s.png,31_02_R_190808160000.cfr.mp4,31337,26:08.7,922,5s,922__14492,,,,,,
519,U,,15670,5second/track_15670_5s.png,31_02_R_190808160000.cfr.mp4,33793,28:10.4,922,5s,922__15670,,,,,,
520,DU,,15802,5second/track_15802_5s.png,31_02_R_190808160000.cfr.mp4,34116,28:27.3,922,5s,922__15802,,,,,,
521,D,,26574,5second/track_26574_5s.png,31_02_R_190808160000.cfr.mp4,68589,57:12.7,922,5s,922__26574,,,,,,
522,U,,26994,5second/track_26994_5s.png,31_02_R_190808160000.cfr.mp4,70412,59:40.9,922,5s,922__26994,,,,,,
523,DU,,10,5second/track_00010_5s.png,6_02_R_190807160000.cfr.mp4,128,00:22.3,923,5s,923__10,,,,,,
524,D,,11198,5second/track_11198_5s.png,6_02_R_190807160000.cfr.mp4,47082,39:27.2,923,5s,923__11198_11220,x,,,,,
525,D,TRUE,10963,5second/track_10963_5s.png,31_02_R_190808160000.cfr.mp4,25150,20:57.7,926,5s,926__10963,,,stay_at_exit,TRUE,,TRUE
526,D,,18308,5second/track_18308_5s.png,27_02_R_190808120000.cfr.mp4,71653,59:44.0,935,5s,935__18308,,,,,,
527,U,,2628,5second/track_02628_5s.png,28_02_R_190808130000.cfr.mp4,12530,10:27.5,935,5s,935__2628,,,,,,
528,D,,11703,5second/track_11703_5s.png,30_02_R_190808150000.cfr.mp4,41231,34:22.8,935,5s,935__11703,,,,,,
529,DU,,14569,5second/track_14569_5s.png,30_02_R_190808150000.cfr.mp4,50154,43:31.5,936,5s,936__14569_14590_14890_15226,,TRUE,double u-turn,,,
530,D,,7767,5second/track_07767_5s.png,31_02_R_190808160000.cfr.mp4,20074,16:44.9,937,5s,937__7767,,,,,,
531,U,,10603,5second/track_10603_5s.png,29_02_R_190808140000.cfr.mp4,46655,38:53.5,938,5s,938__10603,,,,,,
532,D,,8062,5second/track_08062_5s.png,31_02_R_190808160000.cfr.mp4,20552,17:09.0,939,5s,939__8062,,,,,,
533,U,,2728,5second/track_02728_5s.png,31_02_R_190808160000.cfr.mp4,8636,07:13.2,942,5s,942__2728,,,,,,
534,D,,21618,5second/track_21618_5s.png,31_02_R_190808160000.cfr.mp4,50187,41:52.3,944,5s,944__21618,,,,,,
535,D,,8258,5second/track_08258_5s.png,31_02_R_190808160000.cfr.mp4,20890,17:26.1,945,5s,945__8258,,,,,,
536,U,,9889,5second/track_09889_5s.png,31_02_R_190808160000.cfr.mp4,23463,19:34.9,945,5s,945__9889,,,,,,
537,DU,TRUE,6560,5second/track_06560_5s.png,1_02_R_190807110000.cfr.mp4,33521,27:59.4,947,5s,947__6560_6570,x,,stay_at_entrance,,,
538,D,TRUE,3071,5second/track_03071_5s.png,28_02_R_190808130000.cfr.mp4,14607,12:13.1,947,5s,947__3071,,,end_on_ramp,TRUE,,TRUE
539,DU,,5524,5second/track_05524_5s.png,29_02_R_190808140000.cfr.mp4,25567,21:42.2,947,5s,947__5524,,,,,,
540,UD,,3892,5second/track_03892_5s.png,1_02_R_190807110000.cfr.mp4,18056,15:05.8,954,5s,954__3892,,,,,,
541,DU,,8444,5second/track_08444_5s.png,1_02_R_190807110000.cfr.mp4,43909,36:40.1,954,5s,954__8444,,,stay_at_entrance,,,
542,U,,13566,5second/track_13566_5s.png,1_02_R_190807110000.cfr.mp4,69877,58:18.2,954,5s,954__13566,,,,,,
543,UD,,811,5second/track_00811_5s.png,2_02_R_190807120000.cfr.mp4,3844,03:20.2,954,5s,954__811,,,,,,
544,UD,,1009,5second/track_01009_5s.png,2_02_R_190807120000.cfr.mp4,4537,04:06.1,954,5s,954__1009,,,,,,
545,U,,792,5second/track_00792_5s.png,5_02_R_190807150000.cfr.mp4,3146,02:41.4,954,5s,954__792,,,,,,
546,U,,2775,5second/track_02775_5s.png,5_02_R_190807150000.cfr.mp4,10377,08:49.8,954,5s,954__2775,,,,,,
547,U,,18472,5second/track_18472_5s.png,6_02_R_190807160000.cfr.mp4,70051,58:27.9,954,5s,954__18472,,,,,,
548,U,,121,5second/track_00121_5s.png,29_02_R_190808140000.cfr.mp4,469,00:28.2,954,5s,954__121,,,,,,
549,U,,832,5second/track_00832_5s.png,29_02_R_190808140000.cfr.mp4,4058,03:25.3,954,5s,954__832,,,,,,
550,x,TRUE,5975,5second/track_05975_5s.png,29_02_R_190808140000.cfr.mp4,28145,23:28.4,980,5s,980__5975,,,stay_at_exit,TRUE,,TRUE
551,UD,,12627,5second/track_12627_5s.png,26_02_R_190808110000.cfr.mp4,51925,45:14.3,988,5s,988__12627,,,,,,
552,UD,TRUE,6273,5second/track_06273_5s.png,31_02_R_190808160000.cfr.mp4,17132,14:18.2,1015,5s,1015__6273,,,stay_at_exit,TRUE,,TRUE
553,x,TRUE,17438,5second/track_17438_5s.png,30_02_R_190808150000.cfr.mp4,59427,49:31.3,1018,5s,1018__17438,,,stay_at_exit,TRUE,,TRUE
554,U,,13952,5second/track_13952_5s.png,29_02_R_190808140000.cfr.mp4,61564,51:29.8,1037,5s,1037__13952,,,,,,
555,UD,,16047,5second/track_16047_5s.png,30_02_R_190808150000.cfr.mp4,54885,45:50.5,1037,5s,1037__16047,,,,,,
556,UD,TRUE,14899,5second/track_14899_5s.png,29_02_R_190808140000.cfr.mp4,64571,53:52.0,1092,5s,1092__14899,,,stay_at_exit,TRUE,,TRUE
557,D,,19021,5second/track_19021_5s.png,6_02_R_190807160000.cfr.mp4,71793,59:57.9,1148,5s,1148__19021,,,,,,
558,DU,,24310,5second/track_24310_5s.png,31_02_R_190808160000.cfr.mp4,60317,50:33.9,1245,5s,1245__24310,,,,,,
559,UD,,10754,5second/track_10754_5s.png,29_02_R_190808140000.cfr.mp4,47397,39:34.7,1259,5s,1259__10754,,,,,,
560,U,,731,5second/track_00731_5s.png,3_02_R_190807130000.cfr.mp4,3495,03:16.2,1268,5s,1268__731,,,,,,
561,D,TRUE,12378,5second/track_12378_5s.png,31_02_R_190808160000.cfr.mp4,27398,22:52.7,1272,5s,1272__12378,,,disjointed,TRUE,,TRUE
562,UD,,10720,5second/track_10720_5s.png,30_02_R_190808150000.cfr.mp4,37718,31:38.0,1288,5s,1288__10720,,,,,,
563,UD,,2846,5second/track_02846_5s.png,6_02_R_190807160000.cfr.mp4,12125,10:25.2,1308,5s,1308__2846,,,,,,
564,x,TRUE,4832,5second/track_04832_5s.png,3_02_R_190807130000.cfr.mp4,36326,30:16.8,1318,5s,1318__4832,,,stay_at_exit,TRUE,,TRUE
565,D,,13470,5second/track_13470_5s.png,4_02_R_190807140000.cfr.mp4,64565,53:49.1,1318,5s,1318__13470,,,,,,
566,UD,,6411,5second/track_06411_5s.png,6_02_R_190807160000.cfr.mp4,27882,23:21.0,1318,5s,1318__6411,,,stay_at_exit,FALSE,,TRUE
567,U,,13628,5second/track_13628_5s.png,31_02_R_190808160000.cfr.mp4,29578,24:39.6,1318,5s,1318__13628,,,,,,
568,UD,,12444,5second/track_12444_5s.png,2_02_R_190807120000.cfr.mp4,59783,49:55.0,1339,5s,1339__12444,,,stay_at_exit,FALSE,,TRUE
569,x,TRUE,7614,5second/track_07614_5s.png,28_02_R_190808130000.cfr.mp4,35885,29:55.3,1339,5s,1339__7614,,,stay_at_exit,TRUE,,TRUE
570,U,,348,5second/track_00348_5s.png,2_02_R_190807120000.cfr.mp4,1767,01:29.4,1373,5s,1373__348,,,,,,
571,U,,15330,5second/track_15330_5s.png,4_02_R_190807140000.cfr.mp4,71382,59:29.8,1373,5s,1373__15330,,,,,,
572,D,,1629,5second/track_01629_5s.png,5_02_R_190807150000.cfr.mp4,6225,05:13.4,1373,5s,1373__1629,,,,,,
573,U,,6514,5second/track_06514_5s.png,6_02_R_190807160000.cfr.mp4,28225,23:31.9,1373,5s,1373__6514,,,,,,
574,DU,,2621,5second/track_02621_5s.png,29_02_R_190808140000.cfr.mp4,12446,10:31.6,1387,5s,1387__2621,,,,,,
575,DU,,6778,5second/track_06778_5s.png,30_02_R_190808150000.cfr.mp4,23415,20:06.1,1392,5s,1392__6778,,,,,,
576,U,,20537,5second/track_20537_5s.png,31_02_R_190808160000.cfr.mp4,47039,39:15.1,1402,5s,1402__20537,,,,,,
577,DU,,20707,5second/track_20707_5s.png,31_02_R_190808160000.cfr.mp4,47481,39:40.8,1402,5s,1402__20707,,,,,,
578,DU,,20791,5second/track_20791_5s.png,31_02_R_190808160000.cfr.mp4,47717,39:59.6,1402,5s,1402__20791_20812_20852_20874,,TRUE,disjointed,TRUE,,TRUE
579,U,,20986,5second/track_20986_5s.png,31_02_R_190808160000.cfr.mp4,48278,40:16.0,1402,5s,1402__20986,,,,,,
580,DU,,1302,5second/track_01302_5s.png,31_02_R_190808160000.cfr.mp4,4229,03:43.1,1403,5s,1403__1302_1326_1356,x,,,,,
581,DU,,1546,5second/track_01546_5s.png,31_02_R_190808160000.cfr.mp4,5126,04:21.4,1403,5s,1403__1546,,,,,,
582,D,,2263,5second/track_02263_5s.png,31_02_R_190808160000.cfr.mp4,7336,06:10.8,1403,5s,1403__2263,,,,,,
583,UD,,2401,5second/track_02401_5s.png,31_02_R_190808160000.cfr.mp4,7746,06:28.6,1403,5s,1403__2401,,,,,,
584,UD,,2506,5second/track_02506_5s.png,31_02_R_190808160000.cfr.mp4,8020,06:56.1,1403,5s,1403__2506,,,,,,
585,UD,,3382,5second/track_03382_5s.png,31_02_R_190808160000.cfr.mp4,10409,08:44.8,1403,5s,1403__3382,,,,,,
586,U,,3704,5second/track_03704_5s.png,31_02_R_190808160000.cfr.mp4,11261,09:28.4,1403,5s,1403__3704,,,,,,
587,D,,3989,5second/track_03989_5s.png,31_02_R_190808160000.cfr.mp4,12024,10:03.8,1403,5s,1403__3989,,,,,,
588,U,,4452,5second/track_04452_5s.png,31_02_R_190808160000.cfr.mp4,13077,10:55.2,1403,5s,1403__4452,,,,,,
589,D,,5603,5second/track_05603_5s.png,31_02_R_190808160000.cfr.mp4,15716,13:06.6,1403,5s,1403__5603,,,,,,
590,UD,,5713,5second/track_05713_5s.png,31_02_R_190808160000.cfr.mp4,15940,13:19.5,1403,5s,1403__5713,,,,,,
591,U,,7280,5second/track_07280_5s.png,31_02_R_190808160000.cfr.mp4,19229,16:06.1,1403,5s,1403__7280,,,,,,
592,D,,17271,5second/track_17271_5s.png,31_02_R_190808160000.cfr.mp4,37634,31:23.2,1403,5s,1403__17271,,,,,,
593,UD,,17539,5second/track_17539_5s.png,31_02_R_190808160000.cfr.mp4,38345,32:08.4,1403,5s,1403__17539_17618,x,,,,,
594,U,,18104,5second/track_18104_5s.png,31_02_R_190808160000.cfr.mp4,39729,33:13.2,1403,5s,1403__18104,,,,,,
595,UD,,18132,5second/track_18132_5s.png,31_02_R_190808160000.cfr.mp4,39832,33:18.3,1403,5s,1403__18132,,,,,,
596,D,,18504,5second/track_18504_5s.png,31_02_R_190808160000.cfr.mp4,40773,34:04.9,1403,5s,1403__18504,,,,,,
597,U,,18785,5second/track_18785_5s.png,31_02_R_190808160000.cfr.mp4,41511,34:39.0,1403,5s,1403__18785,,,,,,
598,D,,4150,5second/track_04150_5s.png,4_02_R_190807140000.cfr.mp4,23691,19:46.6,1412,5s,1412__4150,,,,,,
599,D,,14724,5second/track_14724_5s.png,6_02_R_190807160000.cfr.mp4,58866,49:07.4,1414,5s,1414__14724,,,,,,
600,D,,14875,5second/track_14875_5s.png,6_02_R_190807160000.cfr.mp4,59357,49:32.4,1414,5s,1414__14875,,,,,,
601,D,,16136,5second/track_16136_5s.png,31_02_R_190808160000.cfr.mp4,34945,29:09.0,1414,5s,1414__16136,,,,,,
602,U,,14136,5second/track_14136_5s.png,31_02_R_190808160000.cfr.mp4,30570,25:30.0,1439,5s,1439__14136,,,,,,
603,D,,5482,5second/track_05482_5s.png,26_02_R_190808110000.cfr.mp4,20571,17:18.7,1447,5s,1447__5482,,,,,,
604,D,,16128,5second/track_16128_5s.png,26_02_R_190808110000.cfr.mp4,67839,56:32.8,1473,5s,1473__16128,,,,,,
605,D,,13205,5second/track_13205_5s.png,27_02_R_190808120000.cfr.mp4,49268,41:04.5,1473,5s,1473__13205,,,,,,
606,D,,13738,5second/track_13738_5s.png,1_02_R_190807110000.cfr.mp4,71189,59:20.0,1508,5s,1508__13738,,,,,,
607,D,,11104,5second/track_11104_5s.png,4_02_R_190807140000.cfr.mp4,55209,46:02.1,1508,5s,1508__11104,,,,,,
608,D,,3040,5second/track_03040_5s.png,26_02_R_190808110000.cfr.mp4,11277,09:25.1,1508,5s,1508__3040,,,,,,
609,U,,11276,5second/track_11276_5s.png,26_02_R_190808110000.cfr.mp4,45710,38:07.8,1508,5s,1508__11276,,,,,,
610,D,,8412,5second/track_08412_5s.png,27_02_R_190808120000.cfr.mp4,31464,26:16.6,1508,5s,1508__8412,,,,,,
611,U,,877,5second/track_00877_5s.png,29_02_R_190808140000.cfr.mp4,4327,03:37.4,1508,5s,1508__877,,,,,,
612,D,,1731,5second/track_01731_5s.png,29_02_R_190808140000.cfr.mp4,8518,07:06.8,1508,5s,1508__1731,,,,,,
613,D,,21523,5second/track_21523_5s.png,31_02_R_190808160000.cfr.mp4,49930,41:38.8,1508,5s,1508__21523,,,,,,
614,UD,,16763,5second/track_16763_5s.png,30_02_R_190808150000.cfr.mp4,57138,47:39.9,1518,5s,1518__16763,,,stay_at_exit,FALSE,,TRUE
615,D,,11626,5second/track_11626_5s.png,26_02_R_190808110000.cfr.mp4,46976,39:10.2,1546,5s,1546__11626,,,,,,
